Nome do Produto,Sistema,Documento,Transação,Meio de Pagamento,Moeda,Preço do Produto,Número da Parcela,Data de Venda,Status,Cliente,País,Tipo de Pagamento
Catan,Sistema Hash,2233333308,3150422,Online,BRL,250,1,45224,Aprovado,Cliente 266,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7072574,Online,BRL,230,1,45224,Aprovado,Cliente 267,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7590299,Online,BRL,230,1,45224,Aprovado,Cliente 272,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,5423913,Online,BRL,230,1,45224,Aprovado,Cliente 273,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,3694578,Online,BRL,230,1,45224,Aprovado,Cliente 274,Brasil,Cartão de Crédito
Dixit,Sistema Hash,2233333308,1365347,Online,BRL,180,1,45224,Aprovado,Cliente 276,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2276070,Online,BRL,230,3,45224,Aprovado,Cliente 277,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5224651,Online,BRL,230,1,45224,Aprovado,Cliente 281,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1315056,Online,BRL,230,12,45224,Aprovado,Cliente 282,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6834800,Online,BRL,230,1,45224,Aprovado,Cliente 284,Brasil,Cartão de Crédito
Catan,Sistema Hash,2233333308,9623099,Online,BRL,250,12,45224,Aprovado,Cliente 285,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4332872,Online,BRL,230,1,45224,Aprovado,Cliente 287,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,7969978,Online,BRL,230,1,45224,Aprovado,Cliente 288,Brasil,Cartão de Crédito
Catan,Sistema Hash,2233333308,9243880,Online,BRL,250,12,45224,Aprovado,Cliente 291,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9748671,Online,BRL,230,1,45224,Aprovado,Cliente 291,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,3779918,Online,BRL,230,1,45224,Aprovado,Cliente 297,Brasil,Cartão de Crédito
Dixit,Sistema Hash,2233333308,7523885,Online,BRL,180,1,45224,Aprovado,Cliente 300,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,1399322,Online,BRL,230,1,45224,Aprovado,Cliente 301,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7103587,Online,BRL,230,1,45224,Aprovado,Cliente 303,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5000448,Online,BRL,230,1,45224,Aprovado,Cliente 307,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,5635782,Online,BRL,230,1,45224,Aprovado,Cliente 309,Brasil,Boleto Bancário
Jogo da Vida,Sistema Hash,2233333308,9914024,Online,BRL,230,1,45224,Aprovado,Cliente 313,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4548931,Online,BRL,230,1,45224,Aprovado,Cliente 316,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,5448871,Online,BRL,230,1,45224,Aprovado,Cliente 322,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,3937703,Online,BRL,230,1,45224,Aprovado,Cliente 323,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,5553528,Online,BRL,230,1,45224,Aprovado,Cliente 328,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2936923,Online,BRL,230,1,45224,Aprovado,Cliente 329,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9781368,Online,BRL,230,1,45224,Aprovado,Cliente 331,Brasil,Cartão de Crédito
Dixit,Sistema Hash,2233333308,3695353,Online,BRL,180,1,45224,Aprovado,Cliente 332,Brasil,Boleto Bancário
Codinome,Sistema Hash,2233333308,1863430,Online,BRL,120,12,45224,Aprovado,Cliente 333,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2884346,Online,BRL,230,1,45224,Aprovado,Cliente 335,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,3353207,Online,BRL,230,1,45224,Aprovado,Cliente 339,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2967591,Online,BRL,230,1,45224,Aprovado,Cliente 340,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1189769,Online,BRL,230,1,45224,Aprovado,Cliente 345,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9513093,Online,BRL,230,1,45224,Aprovado,Cliente 349,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2805419,Online,BRL,230,1,45224,Aprovado,Cliente 350,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6850079,Online,BRL,230,1,45224,Aprovado,Cliente 352,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4178504,Online,BRL,230,1,45224,Aprovado,Cliente 353,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5740184,Online,BRL,230,1,45224,Aprovado,Cliente 354,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4576965,Online,BRL,230,1,45224,Aprovado,Cliente 357,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5307126,Online,BRL,230,1,45224,Aprovado,Cliente 358,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9186295,Online,BRL,230,1,45224,Aprovado,Cliente 361,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4744262,Online,BRL,230,1,45224,Aprovado,Cliente 363,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4814948,Online,BRL,230,1,45224,Aprovado,Cliente 364,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6933129,Online,BRL,230,1,45224,Aprovado,Cliente 367,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2166448,Online,BRL,230,1,45224,Aprovado,Cliente 368,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,4398979,Online,BRL,230,1,45224,Aprovado,Cliente 369,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2347130,Online,BRL,230,1,45224,Aprovado,Cliente 374,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5759491,Online,BRL,230,1,45224,Aprovado,Cliente 380,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6725397,Online,BRL,230,1,45224,Aprovado,Cliente 383,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9803451,Online,BRL,230,9,45224,Aprovado,Cliente 386,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9418825,Online,BRL,230,1,45224,Aprovado,Cliente 390,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1921818,Online,BRL,230,1,45224,Aprovado,Cliente 389,Brasil,Pix
Jogo da Vida,Sistema Hash,2233333308,3772652,Online,BRL,230,1,45224,Aprovado,Cliente 393,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2642313,Online,USD,230,1,45224,Aprovado,Cliente 396,Angola,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4316118,Online,BRL,230,1,45224,Aprovado,Cliente 401,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,3934699,Online,BRL,230,5,45224,Aprovado,Cliente 405,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2453273,Online,BRL,230,1,45224,Aprovado,Cliente 413,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,8152864,Online,BRL,230,1,45224,Aprovado,Cliente 415,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1461424,Online,BRL,230,1,45224,Aprovado,Cliente 418,Brasil,Pix
