Nome do Produto,Sistema,Documento,Transação,Meio de Pagamento,Moeda,Preço do Produto,Número da Parcela,Data de Venda,Status,Cliente,País,Tipo de Pagamento
Jogo da Vida,Sistema Hash,2233333308,8643095,Online,BRL,230,1,45226,Aprovado,Cliente 132,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7407697,Online,BRL,230,1,45226,Aprovado,Cliente 133,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9929069,Online,BRL,230,1,45226,Aprovado,Cliente 134,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4656492,Online,BRL,230,1,45226,Aprovado,Cliente 137,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5876983,Online,BRL,230,1,45226,Aprovado,Cliente 139,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,3973345,Online,BRL,230,1,45226,Aprovado,Cliente 140,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9426711,Online,BRL,230,1,45226,Aprovado,Cliente 141,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5759273,Online,BRL,230,1,45226,Aprovado,Cliente 146,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5479784,Online,BRL,230,1,45226,Aprovado,Cliente 150,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1371728,Online,BRL,230,1,45226,Aprovado,Cliente 151,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2493633,Online,BRL,230,1,45226,Aprovado,Cliente 157,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,3285210,Online,BRL,230,1,45226,Aprovado,Cliente 158,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1351502,Online,BRL,230,1,45226,Aprovado,Cliente 163,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9419501,Online,BRL,230,1,45226,Aprovado,Cliente 165,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1025484,Online,BRL,230,1,45226,Aprovado,Cliente 166,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5603358,Online,BRL,230,1,45226,Aprovado,Cliente 167,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9949262,Online,BRL,230,1,45226,Aprovado,Cliente 174,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6891412,Online,BRL,230,1,45226,Aprovado,Cliente 175,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9991415,Online,BRL,230,1,45226,Aprovado,Cliente 176,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7663531,Online,BRL,230,1,45226,Aprovado,Cliente 179,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2981488,Online,BRL,230,1,45226,Aprovado,Cliente 182,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,8143787,Online,BRL,230,1,45226,Aprovado,Cliente 183,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5542674,Online,BRL,230,1,45226,Aprovado,Cliente 185,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4591945,Online,BRL,230,1,45226,Aprovado,Cliente 186,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2660505,Online,BRL,230,1,45226,Aprovado,Cliente 188,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6564228,Online,BRL,230,1,45226,Aprovado,Cliente 191,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,8021324,Online,BRL,230,1,45226,Aprovado,Cliente 193,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2565053,Online,BRL,230,1,45226,Aprovado,Cliente 195,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,8301958,Online,BRL,230,1,45226,Aprovado,Cliente 196,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7032657,Online,BRL,230,1,45226,Aprovado,Cliente 198,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6429526,Online,BRL,230,1,45226,Aprovado,Cliente 206,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6146224,Online,BRL,230,1,45226,Aprovado,Cliente 209,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,8286909,Online,EUR,230,1,45226,Aprovado,Cliente 215,Portugal,Cartão de Crédito
Catan,Sistema Hash,2233333308,5942877,Online,BRL,250,12,45226,Aprovado,Cliente 216,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6907917,Online,BRL,230,1,45226,Aprovado,Cliente 218,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5152895,Online,BRL,230,1,45226,Aprovado,Cliente 219,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5719072,Online,BRL,230,1,45226,Aprovado,Cliente 220,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6351605,Online,BRL,230,1,45226,Aprovado,Cliente 223,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,8342492,Online,BRL,230,1,45226,Aprovado,Cliente 224,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,8702686,Online,BRL,230,1,45226,Aprovado,Cliente 228,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,6256764,Online,BRL,230,1,45226,Aprovado,Cliente 230,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,1244890,Online,BRL,230,1,45226,Aprovado,Cliente 231,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5382385,Online,BRL,230,1,45226,Aprovado,Cliente 241,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7330563,Online,BRL,230,1,45226,Aprovado,Cliente 243,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,7950526,Online,BRL,230,1,45226,Aprovado,Cliente 256,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5765671,Online,BRL,230,1,45226,Aprovado,Cliente 258,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5882860,Online,BRL,230,1,45226,Aprovado,Cliente 261,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,4206158,Online,BRL,230,1,45226,Aprovado,Cliente 262,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,9455861,Online,BRL,230,1,45226,Aprovado,Cliente 263,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,5064676,Online,BRL,230,1,45226,Aprovado,Cliente 270,Brasil,Cartão de Crédito
Jogo da Vida,Sistema Hash,2233333308,2038739,Online,BRL,230,1,45226,Aprovado,Cliente 271,Brasil,Cartão de Crédito
